title,year,certificate,runtime,genre,desc,rating,votes
London Paris New York,2012,PG-13,100 min,Romance            ,An elderly couple live by themselves while their children are settled abroad; they take each day as special and enjoy their life.,8.1,332
Cheeni,2020,U,123 min,Drama            ,"Tom Pickle, Britain's top pop artiste, travels to Bombay, India, in the 1960s to learn to play the sitar (musical instrument) from renowned maestro Ustad Zafar Khan. Tom is taken to Zafar's...                See full summary »",5.4,166
The Big Day,2021–,13,40 min,"Reality-TV, Romance            ","Tony (Govinda), a tour guide, falls in love with one of his clients, Sonia (Aishwarya Rai), and tries to woo her. However, Sonia does not reciprocate his feelings since she is in love with another man.",3.6,798
Helen,III 2023,null,null,Thriller            ,Add a Plot,7.6,25
Roar of the Lion,2019,null,null,Documentary            ,"Kushal (Rakshit Shetty) is sent by his radio jockey sister Rachana to Kodagu to meet her boyfriend's sister in the hope that the two will take a liking to each other, leading to marriage, ...                See full summary »",8.1,"2,390"
Bommai Nayagi,,null,null,null,Add a Plot,7.4,12
Tu Mo Love Story 2,2019,null,null,Romance            ,"A celebrated journalist interviews one of the world's most dreaded terrorists, ""D"".",4.8,"2,525"
Baba Baby O,2022,U,135 min,"Comedy, Drama, Romance            ",Prakash is a sherwani model from the old city that believes money is the most important.,5.8,406
Lahoo Ke Do Rang,1997,UA,172 min,"Action, Drama            ","Tantric Jwala wishes to marry Kalindi to attain immortality, but when his attempt fails, he turns into Brahmarakshas. Years later, he comes across Kalindi, but will he be successful in his endeavor?",7.6,24
Sindhu Samaveli,2010,A,null,"Drama, Thriller            ","Kishan is the only son of Yashoda and Vikram Singh. Vikram is killed by a gangster Barood. A youngster named Akash, who is an investigating journalist. At any cost he wants Barood to be ...                See full summary »",5.8,109
Joru Ka Ghulam,2000,U,169 min,"Comedy, Drama, Romance            ","A prince gets banished from his kingdom when he is falsely accused by a girl. His life turns worse when a sage grants him three wishes, which he eventually loses to thugs.",6.6,17
Yeh Raaste Hain Pyaar Ke,2001,U,149 min,"Action, Drama, Romance            ",Meenu was born on the same day that Mollywood superstar Mohanlal first appeared on the silver screens across Kerala in the iconic movie Manjil Virinja Pookal.,4.3,576
Balumama Chya Navan Chang Bhala,2018–,null,null,"Biography, Drama            ","After wealthy Dharamdas marries Tara, they are blessed with a son, Moti, but his business suffers. His assistant Bihari convinces him that his wife is responsible for his bad luck, and as a...                See full summary »",5.3,40
Rashna: The Ray of Light,,UA,150 min,"Mystery, Thriller            ","Naresh is union leader, and is felicitated for bravery shown in stopping an out of control bus, full of children. Naresh continues to struggle for the worker's rights, and soon becomes a ...                See full summary »",4.7,38
Backfire,2022,null,null,Mystery            ,"Watch the full movie, Khule-Aam, only on Eros Now. Khule-Aam is a 1992 Indian Hindi film, directed by Arun Dutt. The film stars Dharmenda, Shammi Kapoor, Neelam, Chunky Pandey, Moushumi ...                See full summary »",5.9,28
Simha,2010,A,155 min,"Action, Drama            ",Stories on human relations. The show highlights the essence of life and brings to the forefront various aspects of human relationships. Each episode delves into the intricate lives of character and their deepest emotion.,7.1,39
Adisaya Piravi,1990,null,145 min,"Action, Comedy, Fantasy            ","A young man wants to join the police force. When he fails, in frustration he joins a smuggling gang instead.",5.7,156
FilterCopy Talkies,2018–,null,null,"Drama, Family            ","On 25th April, 2011 a horrific and tragic incident occurred which remained unsolved. Till the date no explanation or evidence found to be satisfying to suggest what exactly happened on that day. This film is a record of those events.",8.8,41
Bare Foot,2022,null,2 min,Short            ,"18 feisty contestants, 6 claustrophobic rooms and the ultimate battle for survival. A game dealt by the mastermind, Vikas Gupta, In this game of survival, endurance and self-discovery the best will emerge as the Ace Of Space.",4.1,55
Ekk Albela,2016,null,99 min,Biography            ,"The clash between Good and Evil. Although, the film is a thriller, it encompasses friendship, love, affection, comedy and spirituality as well. fight between negative and positive. Directed by debutante Kranthi Prasad.",9.1,238
Anukoni Athidhi,2019,U,136 min,Drama            ,"Dhananjoy's story is based on the conviction of Dhananjoy Chatterjee, accused for the gruesome murder of Hetal Parekh, which took place in the year 1990. On the basis of circumstantial ...                See full summary »",7.9,"1,001"
Aavishkar,1974,U,107 min,"Drama, Romance            ","On a lunar eclipse midnight, in a desolate temple, six young newlywed couples and a priestess meet after a mass wedding. They sit in a circle and talk. This their last conversation - an ...                See full summary »",6.5,25
Maayi,2000,null,null,Comedy            ,Eeswar is a motherless child who hates his father for remarrying after his mother's death. He falls for a local politician's daughter which lands him in trouble.,5.2,463
Podaa Podi,2012,null,121 min,"Comedy, Romance            ","With the local police force unwilling to deal with crime, a college student and his gang take it upon themselves to mete out justice in their own way.",6.4,110
Vilom,2020,null,82 min,Drama            ,Add a Plot,6.2,6
Lootmaar,1980,null,null,"Action, Thriller            ",A group of thieves hunt for the traitor who has disappeared with the loot from their last big heist.,8.0,79
Jaan Abhi Baaki Hai,2022,null,null,Romance            ,"After watching his father, Masterji, getting killed; his sister, Laxmi, getting sexually assaulted by Sangram Singh, Dharamdas and Nandan, and then killing herself; and his younger brother,...                See full summary »",6.2,61
Porutham,1993,U,null,"Comedy, Drama            ","A twenty year old boy Manu, who dreams of joining the Indian Army, ends up joining Maoists because of a dubious job agent, who manipulates Manu that the government is awarding jobs to the Maoists who surrender.",8.0,18
Karma the Chakra Full Movie 2021,2021,null,null,"Short, Mystery, Thriller            ","The film begins with Satya (Chetan Kumar) being chased by the police. He is caught and is charged with a 34 serial murder case. While being transported to Bangalore on criminal charges, he ...                See full summary »",7.2,170
Bibaho Obhijaan,2019,U,117 min,"Comedy, Drama            ","Gopalam, a villager who relies on agriculture to earn a living, fights against the corrupt persons in order to assist the construction of a dam for the well being of all the people in the village.",7.6,13
Dushman Duniya Ka,1996,null,153 min,Drama            ,"The main leads Giri and Siri were trapped in a temple where they went get married, suddenly a gang enter the temple to snatch the goddess gold, the story revolves around his they will survive form the gang and who were actual criminals",8.3,"1,864"
Vellaipookal,2019,UA,122 min,"Crime, Drama, Thriller            ",Two men fall deeply in love with the same woman but when she suddenly gets kidnapped they get involved in the case to rescue her.,6.9,527
Parakkum Pappan,,null,null,Comedy            ,A CID inspector tries to crack the murder case of a young woman.,5.0,272
Inttelligent,2018,UA,130 min,"Action, Crime, Drama            ","A local rural thug who works for politicians, falls for a girl's love.",4.0,227
Deewana,2013,UA,156 min,Romance            ,A case of mistaken identity leads a college student to abduct a young woman from her wedding ceremony.,7.2,"1,390"
Tera Kya Hota X Nene Lekunte Mashup,2020 Video,null,null,"Short, Music            ","The movie is about an innocent Sharmila Tagore, who meets Sanjeev Kumar and they fall in love with each other. A twist in the story happens and he gets married to another girl (Yogeeta Bali...                See full summary »",7.1,76
Chori Mera Kaam,1975,U,165 min,"Comedy, Musical, Romance            ","The Movie story is based on A Generation Gap. This Movie tries to break the gap, keeping the old and new generation intact with there emotions and with there roots. City life and rural life...                See full summary »",6.0,126
Krishna Chali London,2018–2019,12+,20 min,Drama            ,An obsessive photographer (Aamir Khan) believes an engaged woman (Madhuri Dixit) is in love with him.,5.0,"1,034"
